1905416,Beneath the Planet of the Apes (1970),23458,6.1
1905685,Benny & Joon (1993),37428,7.2
1905881,Beowulf & Grendel (2005),14172,5.9
1905884,Beowulf (2007),119765,6.3
1906426,Bernie (2011),29374,6.8
1906913,Best in Show (2000),39275,7.5
1907705,Better Off Dead... (1985),27311,7.3
1908316,Beverly Hills Chihuahua (2008),15355,3.6
1908319,Beverly Hills Cop (1984),93527,7.3
1908323,Beverly Hills Cop II (1987),64599,6.4
1908325,Beverly Hills Cop III (1994),45456,5.4
1908344,Beverly Hills Ninja (1997),24113,5.4
1908474,Bewitched (2005),49894,4.8
1908624,Beyond Borders (2003),18562,6.4
1909092,Beyond the Sea (2004),10977,6.7
1909392,Bhaag Milkha Bhaag (2013),17226,8.5
1910432,Bicentennial Man (1999),61945,6.7
1910702,Bienvenue chez les Ch'tis (2008),22081,7.1
1910755,Big (1988),112933,7.3
1911501,Big Daddy (1999),119663,6.4
1911603,Big Fat Liar (2002),22957,5.4
1911618,Big Fish (2003),291676,8.0
1911863,Big Miracle (2012),11645,6.5
1911880,Big Momma's House (2000),52825,5.0
1911881,Big Momma's House 2 (2006),24045,4.4
1911882,"Big Mommas: Like Father, Like Son (2011)",14398,4.2
1911957,Big Night (1996),10339,7.4
1911969,Big Nothing (2006),22399,6.9
1912134,Big Stan (2007),26886,6.2
1912413,Big Trouble (2002),15787,6.5
1912416,Big Trouble in Little China (1986),68504,7.3
1913178,Bill & Ted's Bogus Journey (1991),39990,6.1
1913179,Bill & Ted's Excellent Adventure (1989),67202,6.9
1913184,Bill (2007),15465,6.4
1913643,Billy Elliot (2000),78699,7.7
1913693,Billy Madison (1995),80023,6.4
1913886,Biloxi Blues (1988),10614,6.6
1913973,Bin-jip (2004),30383,8.1
1914265,Bio-Dome (1996),18120,4.3
1914330,Biohazard: Damnation (2012),10422,6.5
1914563,Bir zamanlar Anadolu'da (2011),18078,7.8
1914680,Bird on a Wire (1990),23990,5.8
1914853,Birdy (1984),14512,7.3
1914904,Birth (2004),24503,6.0
1915075,Birthday Girl (2001),19025,6.1
1915395,Bitch Slap (2009),10086,4.5
1915619,Bitter Moon (1992),19582,7.1
1915743,Biutiful (2010),49184,7.5
1916015,Black (2005),15896,8.2
1916562,Black Christmas (1974),17085,7.3
1916564,Black Christmas (2006),16882,4.4
1916676,Black Death (2010),27070,6.4
1916780,Black Dynamite (2009),28359,7.4
1916997,Black Hawk Down (2001),220845,7.7
1917199,Black Knight (2001),24159,4.6
1917432,Black Narcissus (1947),12560,8.0
1917621,Black Rain (1989),31952,6.6
1917762,Black Sheep (1996),23977,6.1
1917763,Black Sheep (2006),29493,5.8
1917789,Black Snake Moan (2006),45128,7.1
1917881,Black Swan (2010),400391,8.1
1918185,Blackfish (2013),14864,8.1
1918443,Blade (1998),142328,7.1
1918451,Blade II (2002),117174,6.6
1918466,Blade Runner (1982),343165,8.3
1918478,Blade: Trinity (2004),97896,5.9
1918485,Blades of Glory (2007),97502,6.4
1918733,Blank Check (1994),10969,5.0
1918795,Blast from the Past (1999),39683,6.5
1918959,Blazing Saddles (1974),73034,7.8
1919122,Bless the Child (2000),10656,5.0
1919308,Blind Date (1987),13713,5.8
1919695,Blindness (2008),48869,6.7
1919794,Blinkende lygter (2000),10590,7.7
1919873,Blitz (2011),49524,6.2
1920525,Blood Diamond (2006),282928,8.0
1920894,Blood Simple. (1984),53307,7.7
1921001,Blood Work (2002),28376,6.4
1920382,Blood and Bone (2009),18126,6.7
1920387,Blood and Chocolate (2007),13270,5.4
1921042,Blood: The Last Vampire (2009),11508,5.3
1921160,BloodRayne (2005),27714,2.8
1921183,Bloodsport (1988),41563,6.7
1921354,Bloody Sunday (2002),16302,7.7
1921468,Blow (2001),153049,7.6
1921542,Blow Out (1981),19910,7.3
1921695,Blown Away (1994),19326,6.1
1921721,Blowup (1966),31787,7.7
1921916,Blue Crush (2002),21940,5.6
1922056,Blue Jasmine (2013),47316,7.5
1922316,Blue Streak (1999),49271,6.2
